disease,count
congenital heart disease,1
vestibular disease,1
diabetes mellitus.,1
primary immunodeficiency disease,1
multiple sclerosis,1
lymphedema,1
diabetes mellitus;,1
chronic lymphocytic leukemia,1
diabetes mellitus,,1
lipodystrophy,1
allergic bronchopulmonary aspergillosis;,1
meningioma,1
hand, foot, and mouth disease,1
avian influenza.,1
venezuelan equine encephalitis,1
holoprosencephaly,1
amyotrophic lateral sclerosis,1
hypercalcaemia,1
multiple myeloma.,1
idiopathic pulmonary fibrosis.,1
alcohol abuse,1
prion disease,,1
pneumocystosis,1
hairy cell leukemia.,1
otitis externa,1
optic neuritis,1
gastrointestinal disease;,1
atrophic gastritis,,1
transient cerebral ischemia.,1
mumps,1
gastrointestinal disease,,1
gastrointestinal disease.,1
allergic bronchopulmonary aspergillosis,1
brain compression,1
osteopetrosis,1
glucose intolerance,1
heart disease.,1
tinea capitis,,1
stomach cancer,1
nephropathy,1
ear disease,1
juvenile idiopathic arthritis,,1
skin cancer,1
breast cancer;,1
arteriosclerosis,1
atrial fibrillation.,1
tetanus,1
acute pancreatitis.,1
gallstone,1
shigellosis,1
onchocerciasis,1
amyotrophic lateral sclerosis.,1
trypanosomiasis,1
alcoholic hepatitis,1
strabismus,1
breast cancer,,1
gastrointestinal cancer,1
yellow fever.,1
sensorineural hearing loss,1
rift valley fever,1
mitral valve disease,,1
purpura,1
mitral valve disease.,1
acute respiratory distress syndrome;,1
tracheitis,1
pulmonary embolism.,1
volvulus,1
bacterial pneumonia,,1
juvenile idiopathic arthritis,1
colorectal cancer;,1
rheumatoid arthritis,,1
pulmonary edema,,1
hidradenitis suppurativa,,1
rheumatoid arthritis;,1
lafora disease,1
allergic bronchopulmonary aspergillosis.,1
ulcerative colitis,,1
otitis media,,1
nephritis,1
aspiration pneumonia.,1
cerebral malaria,1
exophthalmos,1
kidney failure,,1
portal hypertension,1
autoimmune disease.,1
diabetes insipidus,1
ptosis,1
substance abuse,,1
severe combined immunodeficiency,1
inguinal hernia,1
pulmonary tuberculosis;,1
restrictive cardiomyopathy;,1
diabetic ketoacidosis,,1
allergic rhinitis,1
cholecystitis,1
pulmonary emphysema,,1
hypersensitivity,1
pulmonary emphysema.,1
aspiration pneumonia,1
vaccinia virus,1
myelodysplastic syndrome.,1
peripheral neuropathy,1
systemic lupus erythematosus,1
pericarditis,1
vesicoureteral reflux,1
microcephaly,1
lung cancer;,1
anuria,1
toxic shock syndrome,1
thrombotic thrombocytopenic purpura,1
hernia,1
lung cancer.,1
alcohol abuse,,1
lung cancer,,1
prostate cancer,1
movement disorder,1
urticaria,1
parasitic disease,1
vestibular disease,,1
metabolic acidosis,,1
