disease,count
systemic lupus erythematosus,1
chronic obstructive pulmonary disease,,1
colon cancer,1
neuromyelitis optica,1
optic neuropathy,1
anuria,1
thrombotic thrombocytopenic purpura,1
tick-borne encephalitis.,1
cutaneous leishmaniasis,1
synovitis,1
japanese encephalitis,1
parasitic disease,1
