"RowIDs","ColumnNames","ColumnValues","Term1","Term2","Sentence cooccurrence","Neighbor count","Title cooccurrence","Term1 as String","Term2 as String","Document"
"Row2610","ABNER (#1)","PROTEIN","(IFN)-?[CM(OSCAR)]","RNA-IC[PROTEIN(ABNER)]",1,0,0,"(IFN)-?","RNA-IC","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2602","OSCAR","CM","(IFN)-?[CM(OSCAR)]","interferon[PROTEIN(ABNER) ONT(OSCAR)]",1,1,0,"(IFN)-?","interferon","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2602","ABNER (#1)","PROTEIN","(IFN)-?[CM(OSCAR)]","interferon[PROTEIN(ABNER) ONT(OSCAR)]",1,1,0,"(IFN)-?","interferon","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2602","OSCAR (#1)","ONT","(IFN)-?[CM(OSCAR)]","interferon[PROTEIN(ABNER) ONT(OSCAR)]",1,1,0,"(IFN)-?","interferon","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2629","OSCAR","CM","(IFN)-?[CM(OSCAR)]","pDC[ORGANIZATION(NE) CM(OSCAR)]",1,0,0,"(IFN)-?","pDC","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2629","NE (#1)","ORGANIZATION","(IFN)-?[CM(OSCAR)]","pDC[ORGANIZATION(NE) CM(OSCAR)]",1,0,0,"(IFN)-?","pDC","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2629","OSCAR (#1)","CM","(IFN)-?[CM(OSCAR)]","pDC[ORGANIZATION(NE) CM(OSCAR)]",1,0,0,"(IFN)-?","pDC","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2626","OSCAR","CM","(IFN)-?[CM(OSCAR)]","protein[ONT(OSCAR)]",1,0,0,"(IFN)-?","protein","Low-Dose Aspirin as Primary Prophylaxis for Cardiovascular Events in Rheumatoid Arthritis: An Italian Multicentre Retrospective Study"
"Row2626","OSCAR (#1)","ONT","(IFN)-?[CM(OSCAR)]","protein[ONT(OSCAR)]",1,0,0,"(IFN)-?","protein","Low-Dose Aspirin as Primary Prophylaxis for Cardiovascular Events in Rheumatoid Arthritis: An Italian Multicentre Retrospective Study"
"Row2579","OSCAR","CM","(IL)-1[CM(OSCAR)]","HCQ[CM(OSCAR)]",1,0,0,"(IL)-1","HCQ","Stevens-Johnson syndrome and toxic epidermal necrolysis in childhood-onset systemic lupus erythematosus patients: a multicenter study"
"Row2579","OSCAR (#1)","CM","(IL)-1[CM(OSCAR)]","HCQ[CM(OSCAR)]",1,0,0,"(IL)-1","HCQ","Stevens-Johnson syndrome and toxic epidermal necrolysis in childhood-onset systemic lupus erythematosus patients: a multicenter study"
"Row2576","OSCAR","CM","(IL)-1[CM(OSCAR)]","IRAK4i[CM(OSCAR)]",1,0,0,"(IL)-1","IRAK4i","Stevens-Johnson syndrome and toxic epidermal necrolysis in childhood-onset systemic lupus erythematosus patients: a multicenter study"
"Row2576","OSCAR (#1)","CM","(IL)-1[CM(OSCAR)]","IRAK4i[CM(OSCAR)]",1,0,0,"(IL)-1","IRAK4i","Stevens-Johnson syndrome and toxic epidermal necrolysis in childhood-onset systemic lupus erythematosus patients: a multicenter study"
"Row2577","OSCAR","CM","(IL)-1[CM(OSCAR)]","cytokine[PROTEIN(ABNER) CM(OSCAR)]",1,0,0,"(IL)-1","cytokine","Stevens-Johnson syndrome and toxic epidermal necrolysis in childhood-onset systemic lupus erythematosus patients: a multicenter study"
"Row2577","ABNER (#1)","PROTEIN","(IL)-1[CM(OSCAR)]","cytokine[PROTEIN(ABNER) CM(OSCAR)]",1,0,0,"(IL)-1","cytokine","Stevens-Johnson syndrome and toxic epidermal necrolysis in childhood-onset systemic lupus erythematosus patients: a multicenter study"
"Row2577","OSCAR (#1)","CM","(IL)-1[CM(OSCAR)]","cytokine[PROTEIN(ABNER) CM(OSCAR)]",1,0,0,"(IL)-1","cytokine","Stevens-Johnson syndrome and toxic epidermal necrolysis in childhood-onset systemic lupus erythematosus patients: a multicenter study"
"Row2578","OSCAR","CM","(IL)-1[CM(OSCAR)]","hydroxychloroquine[CM(OSCAR)]",1,0,0,"(IL)-1","hydroxychloroquine","Stevens-Johnson syndrome and toxic epidermal necrolysis in childhood-onset systemic lupus erythematosus patients: a multicenter study"
"Row2578","OSCAR (#1)","CM","(IL)-1[CM(OSCAR)]","hydroxychloroquine[CM(OSCAR)]",1,0,0,"(IL)-1","hydroxychloroquine","Stevens-Johnson syndrome and toxic epidermal necrolysis in childhood-onset systemic lupus erythematosus patients: a multicenter study"
"Row2575","OSCAR","CM","(IL)-1[CM(OSCAR)]","inhibitor[ONT(OSCAR)]",1,0,0,"(IL)-1","inhibitor","Stevens-Johnson syndrome and toxic epidermal necrolysis in childhood-onset systemic lupus erythematosus patients: a multicenter study"
"Row2575","OSCAR (#1)","ONT","(IL)-1[CM(OSCAR)]","inhibitor[ONT(OSCAR)]",1,0,0,"(IL)-1","inhibitor","Stevens-Johnson syndrome and toxic epidermal necrolysis in childhood-onset systemic lupus erythematosus patients: a multicenter study"
"Row2569","OSCAR","CM","(IL)-1[CM(OSCAR)]","molecule[ONT(OSCAR)]",1,1,0,"(IL)-1","molecule","Juvenile-onset mixed connective tissue disease associated with macrophage activation syndrome: A case with refractory Raynaud’s phenomenon"
"Row2569","OSCAR (#1)","ONT","(IL)-1[CM(OSCAR)]","molecule[ONT(OSCAR)]",1,1,0,"(IL)-1","molecule","Juvenile-onset mixed connective tissue disease associated with macrophage activation syndrome: A case with refractory Raynaud’s phenomenon"
"Row2632","OSCAR","CM","(MIP)1-?[CM(OSCAR)]","(TNF)-?[CM(OSCAR)]",1,0,0,"(MIP)1-?","(TNF)-?","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2632","OSCAR (#1)","CM","(MIP)1-?[CM(OSCAR)]","(TNF)-?[CM(OSCAR)]",1,0,0,"(MIP)1-?","(TNF)-?","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2636","OSCAR","CM","(MIP)1-?[CM(OSCAR)]","IFN-?[CM(OSCAR)]",1,0,0,"(MIP)1-?","IFN-?","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2636","OSCAR (#1)","CM","(MIP)1-?[CM(OSCAR)]","IFN-?[CM(OSCAR)]",1,0,0,"(MIP)1-?","IFN-?","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2607","OSCAR","CM","(MIP)1-?[CM(OSCAR)]","MIP1-?[CM(OSCAR)]",1,1,0,"(MIP)1-?","MIP1-?","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2607","OSCAR (#1)","CM","(MIP)1-?[CM(OSCAR)]","MIP1-?[CM(OSCAR)]",1,1,0,"(MIP)1-?","MIP1-?","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2644","OSCAR","CM","(MIP)1-?[CM(OSCAR)]","NK[CM(OSCAR)]",1,0,0,"(MIP)1-?","NK","SECONDARY ANTIPHOSPHOLIPID SYNDROME REVEALED BY THE SUDDEN ONSET OF PNEUMONIA-CASE REPORT"
"Row2644","OSCAR (#1)","CM","(MIP)1-?[CM(OSCAR)]","NK[CM(OSCAR)]",1,0,0,"(MIP)1-?","NK","SECONDARY ANTIPHOSPHOLIPID SYNDROME REVEALED BY THE SUDDEN ONSET OF PNEUMONIA-CASE REPORT"
"Row2614","OSCAR","CM","(MIP)1-?[CM(OSCAR)]","RNA-IC[PROTEIN(ABNER)]",1,0,0,"(MIP)1-?","RNA-IC","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2614","ABNER (#1)","PROTEIN","(MIP)1-?[CM(OSCAR)]","RNA-IC[PROTEIN(ABNER)]",1,0,0,"(MIP)1-?","RNA-IC","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2621","OSCAR","CM","(MIP)1-?[CM(OSCAR)]","interferon[PROTEIN(ABNER) ONT(OSCAR)]",1,0,0,"(MIP)1-?","interferon","Low-Dose Aspirin as Primary Prophylaxis for Cardiovascular Events in Rheumatoid Arthritis: An Italian Multicentre Retrospective Study"
"Row2621","ABNER (#1)","PROTEIN","(MIP)1-?[CM(OSCAR)]","interferon[PROTEIN(ABNER) ONT(OSCAR)]",1,0,0,"(MIP)1-?","interferon","Low-Dose Aspirin as Primary Prophylaxis for Cardiovascular Events in Rheumatoid Arthritis: An Italian Multicentre Retrospective Study"
"Row2621","OSCAR (#1)","ONT","(MIP)1-?[CM(OSCAR)]","interferon[PROTEIN(ABNER) ONT(OSCAR)]",1,0,0,"(MIP)1-?","interferon","Low-Dose Aspirin as Primary Prophylaxis for Cardiovascular Events in Rheumatoid Arthritis: An Italian Multicentre Retrospective Study"
"Row2643","OSCAR","CM","(MIP)1-?[CM(OSCAR)]","pDC[ORGANIZATION(NE) CM(OSCAR)]",1,0,0,"(MIP)1-?","pDC","SECONDARY ANTIPHOSPHOLIPID SYNDROME REVEALED BY THE SUDDEN ONSET OF PNEUMONIA-CASE REPORT"
"Row2643","NE (#1)","ORGANIZATION","(MIP)1-?[CM(OSCAR)]","pDC[ORGANIZATION(NE) CM(OSCAR)]",1,0,0,"(MIP)1-?","pDC","SECONDARY ANTIPHOSPHOLIPID SYNDROME REVEALED BY THE SUDDEN ONSET OF PNEUMONIA-CASE REPORT"
"Row2643","OSCAR (#1)","CM","(MIP)1-?[CM(OSCAR)]","pDC[ORGANIZATION(NE) CM(OSCAR)]",1,0,0,"(MIP)1-?","pDC","SECONDARY ANTIPHOSPHOLIPID SYNDROME REVEALED BY THE SUDDEN ONSET OF PNEUMONIA-CASE REPORT"
"Row2606","OSCAR","CM","(MIP)1-?[CM(OSCAR)]","protein[ONT(OSCAR)]",1,1,0,"(MIP)1-?","protein","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2606","OSCAR (#1)","ONT","(MIP)1-?[CM(OSCAR)]","protein[ONT(OSCAR)]",1,1,0,"(MIP)1-?","protein","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2936","OSCAR","CM","(SLEDAI)-2K[CM(OSCAR)]","SLE[CM(OSCAR)]",1,1,0,"(SLEDAI)-2K","SLE","Cardiac Manifestations in Systemic Lupus Erythematosus: Clinical Correlates of Subclinical Echocardiographic Features"
"Row2936","OSCAR (#1)","CM","(SLEDAI)-2K[CM(OSCAR)]","SLE[CM(OSCAR)]",1,1,0,"(SLEDAI)-2K","SLE","Cardiac Manifestations in Systemic Lupus Erythematosus: Clinical Correlates of Subclinical Echocardiographic Features"
"Row2937","OSCAR","CM","(SLEDAI)-2K[CM(OSCAR)]","mucosal[CM(OSCAR)]",1,1,0,"(SLEDAI)-2K","mucosal","Cardiac Manifestations in Systemic Lupus Erythematosus: Clinical Correlates of Subclinical Echocardiographic Features"
"Row2937","OSCAR (#1)","CM","(SLEDAI)-2K[CM(OSCAR)]","mucosal[CM(OSCAR)]",1,1,0,"(SLEDAI)-2K","mucosal","Cardiac Manifestations in Systemic Lupus Erythematosus: Clinical Correlates of Subclinical Echocardiographic Features"
"Row2604","OSCAR","CM","(TNF)-?[CM(OSCAR)]","IFN-?[CM(OSCAR)]",1,1,0,"(TNF)-?","IFN-?","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2604","OSCAR (#1)","CM","(TNF)-?[CM(OSCAR)]","IFN-?[CM(OSCAR)]",1,1,0,"(TNF)-?","IFN-?","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2633","OSCAR","CM","(TNF)-?[CM(OSCAR)]","MIP1-?[CM(OSCAR)]",1,0,0,"(TNF)-?","MIP1-?","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2633","OSCAR (#1)","CM","(TNF)-?[CM(OSCAR)]","MIP1-?[CM(OSCAR)]",1,0,0,"(TNF)-?","MIP1-?","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2635","OSCAR","CM","(TNF)-?[CM(OSCAR)]","NK[CM(OSCAR)]",1,0,0,"(TNF)-?","NK","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2635","OSCAR (#1)","CM","(TNF)-?[CM(OSCAR)]","NK[CM(OSCAR)]",1,0,0,"(TNF)-?","NK","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2611","OSCAR","CM","(TNF)-?[CM(OSCAR)]","RNA-IC[PROTEIN(ABNER)]",1,0,0,"(TNF)-?","RNA-IC","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2611","ABNER (#1)","PROTEIN","(TNF)-?[CM(OSCAR)]","RNA-IC[PROTEIN(ABNER)]",1,0,0,"(TNF)-?","RNA-IC","Systemic Lupus Erythematosus With Isolated Psychiatric Symptoms and Antinuclear Antibody Detection in the Cerebrospinal Fluid"
"Row2618","OSCAR","CM","(TNF)-?[CM(OSCAR)]","interferon[PROTEIN(ABNER) ONT(OSCAR)]",1,0,0,"(TNF)-?","interferon","Low-Dose Aspirin as Primary Prophylaxis for Cardiovascular Events in Rheumatoid Arthritis: An Italian Multicentre Retrospective Study"
"Row2618","ABNER (#1)","PROTEIN","(TNF)-?[CM(OSCAR)]","interferon[PROTEIN(ABNER) ONT(OSCAR)]",1,0,0,"(TNF)-?","interferon","Low-Dose Aspirin as Primary Prophylaxis for Cardiovascular Events in Rheumatoid Arthritis: An Italian Multicentre Retrospective Study"
"Row2618","OSCAR (#1)","ONT","(TNF)-?[CM(OSCAR)]","interferon[PROTEIN(ABNER) ONT(OSCAR)]",1,0,0,"(TNF)-?","interferon","Low-Dose Aspirin as Primary Prophylaxis for Cardiovascular Events in Rheumatoid Arthritis: An Italian Multicentre Retrospective Study"
"Row2634","OSCAR","CM","(TNF)-?[CM(OSCAR)]","pDC[ORGANIZATION(NE) CM(OSCAR)]",1,0,0,"(TNF)-?","pDC","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2634","NE (#1)","ORGANIZATION","(TNF)-?[CM(OSCAR)]","pDC[ORGANIZATION(NE) CM(OSCAR)]",1,0,0,"(TNF)-?","pDC","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2634","OSCAR (#1)","CM","(TNF)-?[CM(OSCAR)]","pDC[ORGANIZATION(NE) CM(OSCAR)]",1,0,0,"(TNF)-?","pDC","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2631","OSCAR","CM","(TNF)-?[CM(OSCAR)]","protein[ONT(OSCAR)]",1,0,0,"(TNF)-?","protein","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row2631","OSCAR (#1)","ONT","(TNF)-?[CM(OSCAR)]","protein[ONT(OSCAR)]",1,0,0,"(TNF)-?","protein","Clinical significance of lipid profile in systemic lupus erythematosus patients: Relation to disease activity and therapeutic"
"Row994","OSCAR","CM","18F-fluorodeoxyglucose[CM(OSCAR)]","brachiocephalic[CM(OSCAR)]",1,1,0,"18F-fluorodeoxyglucose","brachiocephalic","Miescher’s cheilitis: A case report with literature review"
"Row994","OSCAR (#1)","CM","18F-fluorodeoxyglucose[CM(OSCAR)]","brachiocephalic[CM(OSCAR)]",1,1,0,"18F-fluorodeoxyglucose","brachiocephalic","Miescher’s cheilitis: A case report with literature review"
"Row996","OSCAR","CM","18F-fluorodeoxyglucose[CM(OSCAR)]","man[ONT(OSCAR)]",1,0,0,"18F-fluorodeoxyglucose","man","Miescher’s cheilitis: A case report with literature review"
"Row996","OSCAR (#1)","ONT","18F-fluorodeoxyglucose[CM(OSCAR)]","man[ONT(OSCAR)]",1,0,0,"18F-fluorodeoxyglucose","man","Miescher’s cheilitis: A case report with literature review"
"Row995","OSCAR","CM","18F-fluorodeoxyglucose[CM(OSCAR)]","positron emission[ONT(OSCAR)]",1,1,0,"18F-fluorodeoxyglucose","positron emission","Miescher’s cheilitis: A case report with literature review"
"Row995","OSCAR (#1)","ONT","18F-fluorodeoxyglucose[CM(OSCAR)]","positron emission[ONT(OSCAR)]",1,1,0,"18F-fluorodeoxyglucose","positron emission","Miescher’s cheilitis: A case report with literature review"
"Row3249","NE","DATE","19-78[DATE(NE)]","1995-2017[DATE(NE)]",1,0,0,"19-78","1995-2017","Chronic Heart Failure in Rheumatoid Arthritis Patients (Part III): Effects of Antirheumatic Drugs"
"Row3249","NE (#1)","DATE","19-78[DATE(NE)]","1995-2017[DATE(NE)]",1,0,0,"19-78","1995-2017","Chronic Heart Failure in Rheumatoid Arthritis Patients (Part III): Effects of Antirheumatic Drugs"
"Row3248","NE","DATE","19-78[DATE(NE)]","Medicine[ONT(OSCAR)]",1,0,0,"19-78","Medicine","Chronic Heart Failure in Rheumatoid Arthritis Patients (Part III): Effects of Antirheumatic Drugs"
"Row3248","OSCAR (#1)","ONT","19-78[DATE(NE)]","Medicine[ONT(OSCAR)]",1,0,0,"19-78","Medicine","Chronic Heart Failure in Rheumatoid Arthritis Patients (Part III): Effects of Antirheumatic Drugs"
"Row3245","NE","DATE","19-78[DATE(NE)]","hydroxychloroquine[CM(OSCAR)]",1,1,0,"19-78","hydroxychloroquine","Chronic Heart Failure in Rheumatoid Arthritis Patients (Part III): Effects of Antirheumatic Drugs"
"Row3245","OSCAR (#1)","CM","19-78[DATE(NE)]","hydroxychloroquine[CM(OSCAR)]",1,1,0,"19-78","hydroxychloroquine","Chronic Heart Failure in Rheumatoid Arthritis Patients (Part III): Effects of Antirheumatic Drugs"
"Row3236","NE","DATE","1965[DATE(NE)]","Silicone[CM(OSCAR)]",1,1,0,"1965","Silicone","TIME COURSE OF STRUCTURAL AND FUNCTIONAL CHANGES IN THE MYOCARDIAL ARTERIES OF PATIENTS WITH RHEUMATOID ARTHRITIS TREATED WITH METHOTREXATE AND HYDROXYCHLOROQUINE DURING A 4-YEAR FOLLOW-UP PERIOD"
"Row3236","OSCAR (#1)","CM","1965[DATE(NE)]","Silicone[CM(OSCAR)]",1,1,0,"1965","Silicone","TIME COURSE OF STRUCTURAL AND FUNCTIONAL CHANGES IN THE MYOCARDIAL ARTERIES OF PATIENTS WITH RHEUMATOID ARTHRITIS TREATED WITH METHOTREXATE AND HYDROXYCHLOROQUINE DURING A 4-YEAR FOLLOW-UP PERIOD"
"Row544","NE","DATE","1980s[DATE(NE)]","December 2015[DATE(NE)]",1,1,0,"1980s","December 2015","Prolongamento do intervalo QT do eletrocardiograma em pacientes reumáticos usando antimaláricos ECG QT interval prolongation in rheumatic patients using antimalarial drugs"
"Row544","NE (#1)","DATE","1980s[DATE(NE)]","December 2015[DATE(NE)]",1,1,0,"1980s","December 2015","Prolongamento do intervalo QT do eletrocardiograma em pacientes reumáticos usando antimaláricos ECG QT interval prolongation in rheumatic patients using antimalarial drugs"
"Row543","NE","DATE","1980s[DATE(NE)]","PCT[CM(OSCAR)]",1,1,0,"1980s","PCT","Prolongamento do intervalo QT do eletrocardiograma em pacientes reumáticos usando antimaláricos ECG QT interval prolongation in rheumatic patients using antimalarial drugs"
"Row543","OSCAR (#1)","CM","1980s[DATE(NE)]","PCT[CM(OSCAR)]",1,1,0,"1980s","PCT","Prolongamento do intervalo QT do eletrocardiograma em pacientes reumáticos usando antimaláricos ECG QT interval prolongation in rheumatic patients using antimalarial drugs"
"Row1485","NE","DATE","1984-2004[DATE(NE)]","METHODS[CM(OSCAR)]",1,1,0,"1984-2004","METHODS","Distal renal tubular acidosis and severe hypokalemia: a case report and review of the literature"
"Row1485","OSCAR (#1)","CM","1984-2004[DATE(NE)]","METHODS[CM(OSCAR)]",1,1,0,"1984-2004","METHODS","Distal renal tubular acidosis and severe hypokalemia: a case report and review of the literature"
"Row1470","NE","DATE","1984-2004[DATE(NE)]","OBJETIVOS[CM(OSCAR)]",1,0,0,"1984-2004","OBJETIVOS","Frontal fibrosing alopecia: An update on the hypothesis of pathogenesis and treatment"
"Row1470","OSCAR (#1)","CM","1984-2004[DATE(NE)]","OBJETIVOS[CM(OSCAR)]",1,0,0,"1984-2004","OBJETIVOS","Frontal fibrosing alopecia: An update on the hypothesis of pathogenesis and treatment"
"Row1471","NE","DATE","1984-2004[DATE(NE)]","grupo[ONT(OSCAR)]",1,0,0,"1984-2004","grupo","Frontal fibrosing alopecia: An update on the hypothesis of pathogenesis and treatment"
"Row1471","OSCAR (#1)","ONT","1984-2004[DATE(NE)]","grupo[ONT(OSCAR)]",1,0,0,"1984-2004","grupo","Frontal fibrosing alopecia: An update on the hypothesis of pathogenesis and treatment"
"Row1468","NE","DATE","1984-2004[DATE(NE)]","um[CM(OSCAR)]",1,1,0,"1984-2004","um","Frontal fibrosing alopecia: An update on the hypothesis of pathogenesis and treatment"
"Row1468","OSCAR (#1)","CM","1984-2004[DATE(NE)]","um[CM(OSCAR)]",1,1,0,"1984-2004","um","Frontal fibrosing alopecia: An update on the hypothesis of pathogenesis and treatment"
"Row2686","NE","DATE","1987[DATE(NE)]","RA[CM(OSCAR)]",1,1,0,"1987","RA","Comparison of the effects of hydroxychloroquine and corticosteroid treatment on proteinuria in IgA nephropathy: a case-control study"
"Row2686","OSCAR (#1)","CM","1987[DATE(NE)]","RA[CM(OSCAR)]",1,1,0,"1987","RA","Comparison of the effects of hydroxychloroquine and corticosteroid treatment on proteinuria in IgA nephropathy: a case-control study"
"Row2687","NE","DATE","1987[DATE(NE)]","group[ONT(OSCAR)]",1,1,0,"1987","group","Comparison of the effects of hydroxychloroquine and corticosteroid treatment on proteinuria in IgA nephropathy: a case-control study"
"Row2687","OSCAR (#1)","ONT","1987[DATE(NE)]","group[ONT(OSCAR)]",1,1,0,"1987","group","Comparison of the effects of hydroxychloroquine and corticosteroid treatment on proteinuria in IgA nephropathy: a case-control study"
"Row2688","NE","DATE","1987[DATE(NE)]","groups[ONT(OSCAR)]",1,0,0,"1987","groups","Comparison of the effects of hydroxychloroquine and corticosteroid treatment on proteinuria in IgA nephropathy: a case-control study"
