"RowIDs","ColumnNames","ColumnValues","Term1","Term2","Sentence cooccurrence","Neighbor count","Title cooccurrence","Term1 as String","Term2 as String","Document"
"Row4","POS (#1)","NN","H2O[PROTEIN(ABNER) CD(POS) CM(OSCAR)]","OM[NN(POS) CM(OSCAR)]",1,1,0,"H2O","OM","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row4","OSCAR (#1)","CM","H2O[PROTEIN(ABNER) CD(POS) CM(OSCAR)]","OM[NN(POS) CM(OSCAR)]",1,1,0,"H2O","OM","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row5","POS","NNP","O[NNP(POS) CM(OSCAR)]","addition[NN(POS) ONT(OSCAR)]",1,1,0,"O","addition","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row5","OSCAR","CM","O[NNP(POS) CM(OSCAR)]","addition[NN(POS) ONT(OSCAR)]",1,1,0,"O","addition","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row5","POS (#1)","NN","O[NNP(POS) CM(OSCAR)]","addition[NN(POS) ONT(OSCAR)]",1,1,0,"O","addition","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row5","OSCAR (#1)","ONT","O[NNP(POS) CM(OSCAR)]","addition[NN(POS) ONT(OSCAR)]",1,1,0,"O","addition","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row6","POS","NNP","O[NNP(POS) CM(OSCAR)]","OM[NNP(POS) CM(OSCAR)]",1,1,0,"O","OM","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row6","OSCAR","CM","O[NNP(POS) CM(OSCAR)]","OM[NNP(POS) CM(OSCAR)]",1,1,0,"O","OM","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row6","POS (#1)","NNP","O[NNP(POS) CM(OSCAR)]","OM[NNP(POS) CM(OSCAR)]",1,1,0,"O","OM","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row6","OSCAR (#1)","CM","O[NNP(POS) CM(OSCAR)]","OM[NNP(POS) CM(OSCAR)]",1,1,0,"O","OM","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row7","POS","NNP","OM[NNP(POS) CM(OSCAR)]","addition[NN(POS) ONT(OSCAR)]",1,0,0,"OM","addition","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row7","OSCAR","CM","OM[NNP(POS) CM(OSCAR)]","addition[NN(POS) ONT(OSCAR)]",1,0,0,"OM","addition","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row7","POS (#1)","NN","OM[NNP(POS) CM(OSCAR)]","addition[NN(POS) ONT(OSCAR)]",1,0,0,"OM","addition","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row7","OSCAR (#1)","ONT","OM[NNP(POS) CM(OSCAR)]","addition[NN(POS) ONT(OSCAR)]",1,0,0,"OM","addition","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row8","POS","IN","In[IN(POS) CM(OSCAR)]","SSRO[NNP(POS) CM(OSCAR)]",1,1,0,"In","SSRO","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row8","OSCAR","CM","In[IN(POS) CM(OSCAR)]","SSRO[NNP(POS) CM(OSCAR)]",1,1,0,"In","SSRO","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row8","POS (#1)","NNP","In[IN(POS) CM(OSCAR)]","SSRO[NNP(POS) CM(OSCAR)]",1,1,0,"In","SSRO","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row8","OSCAR (#1)","CM","In[IN(POS) CM(OSCAR)]","SSRO[NNP(POS) CM(OSCAR)]",1,1,0,"In","SSRO","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row9","POS","NNP","MP[NNP(POS) CM(OSCAR)]","role[NN(POS) ONT(OSCAR)]",1,1,0,"MP","role","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row9","OSCAR","CM","MP[NNP(POS) CM(OSCAR)]","role[NN(POS) ONT(OSCAR)]",1,1,0,"MP","role","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row9","POS (#1)","NN","MP[NNP(POS) CM(OSCAR)]","role[NN(POS) ONT(OSCAR)]",1,1,0,"MP","role","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row9","OSCAR (#1)","ONT","MP[NNP(POS) CM(OSCAR)]","role[NN(POS) ONT(OSCAR)]",1,1,0,"MP","role","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row10","POS","CD","FiO2[CD(POS) CM(OSCAR)]","oxygenation[NN(POS) ONT(OSCAR)]",1,1,0,"FiO2","oxygenation","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row10","OSCAR","CM","FiO2[CD(POS) CM(OSCAR)]","oxygenation[NN(POS) ONT(OSCAR)]",1,1,0,"FiO2","oxygenation","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row10","POS (#1)","NN","FiO2[CD(POS) CM(OSCAR)]","oxygenation[NN(POS) ONT(OSCAR)]",1,1,0,"FiO2","oxygenation","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row10","OSCAR (#1)","ONT","FiO2[CD(POS) CM(OSCAR)]","oxygenation[NN(POS) ONT(OSCAR)]",1,1,0,"FiO2","oxygenation","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row11","POS","NNS","antibiotics[NNS(POS) ONT(OSCAR)]","oxygenation[NN(POS) ONT(OSCAR)]",1,1,0,"antibiotics","oxygenation","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row11","OSCAR","ONT","antibiotics[NNS(POS) ONT(OSCAR)]","oxygenation[NN(POS) ONT(OSCAR)]",1,1,0,"antibiotics","oxygenation","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row11","POS (#1)","NN","antibiotics[NNS(POS) ONT(OSCAR)]","oxygenation[NN(POS) ONT(OSCAR)]",1,1,0,"antibiotics","oxygenation","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row11","OSCAR (#1)","ONT","antibiotics[NNS(POS) ONT(OSCAR)]","oxygenation[NN(POS) ONT(OSCAR)]",1,1,0,"antibiotics","oxygenation","HEMODYNAMIC STATUS IN AIRWAY MANAGEMENT DURING GENERAL ANESTHESIA: COMPARISON OF THREE METHODS"
"Row12","POS","CD","FiO2[CD(POS) CM(OSCAR)]","antibiotics[NNS(POS) ONT(OSCAR)]",1,0,0,"FiO2","antibiotics","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row12","OSCAR","CM","FiO2[CD(POS) CM(OSCAR)]","antibiotics[NNS(POS) ONT(OSCAR)]",1,0,0,"FiO2","antibiotics","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row12","POS (#1)","NNS","FiO2[CD(POS) CM(OSCAR)]","antibiotics[NNS(POS) ONT(OSCAR)]",1,0,0,"FiO2","antibiotics","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row12","OSCAR (#1)","ONT","FiO2[CD(POS) CM(OSCAR)]","antibiotics[NNS(POS) ONT(OSCAR)]",1,0,0,"FiO2","antibiotics","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row13","POS","NNS","corticosteroids[NNS(POS) ONT(OSCAR)]","prednisone[NN(POS) CM(OSCAR)]",1,1,0,"corticosteroids","prednisone","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row13","OSCAR","ONT","corticosteroids[NNS(POS) ONT(OSCAR)]","prednisone[NN(POS) CM(OSCAR)]",1,1,0,"corticosteroids","prednisone","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row13","POS (#1)","NN","corticosteroids[NNS(POS) ONT(OSCAR)]","prednisone[NN(POS) CM(OSCAR)]",1,1,0,"corticosteroids","prednisone","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row13","OSCAR (#1)","CM","corticosteroids[NNS(POS) ONT(OSCAR)]","prednisone[NN(POS) CM(OSCAR)]",1,1,0,"corticosteroids","prednisone","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row14","POS","JJ","light[JJ(POS) ONT(OSCAR)]","shape[NN(POS) ONT(OSCAR)]",1,1,0,"light","shape","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row14","OSCAR","ONT","light[JJ(POS) ONT(OSCAR)]","shape[NN(POS) ONT(OSCAR)]",1,1,0,"light","shape","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row14","POS (#1)","NN","light[JJ(POS) ONT(OSCAR)]","shape[NN(POS) ONT(OSCAR)]",1,1,0,"light","shape","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row14","OSCAR (#1)","ONT","light[JJ(POS) ONT(OSCAR)]","shape[NN(POS) ONT(OSCAR)]",1,1,0,"light","shape","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row15","POS","NNP","DLP[ORGANIZATION(NE) NNP(POS) CM(OSCAR)]","fps[VBZ(POS) CM(OSCAR)]",1,1,0,"DLP","fps","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row15","NE","ORGANIZATION","DLP[ORGANIZATION(NE) NNP(POS) CM(OSCAR)]","fps[VBZ(POS) CM(OSCAR)]",1,1,0,"DLP","fps","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row15","OSCAR","CM","DLP[ORGANIZATION(NE) NNP(POS) CM(OSCAR)]","fps[VBZ(POS) CM(OSCAR)]",1,1,0,"DLP","fps","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row15","POS (#1)","VBZ","DLP[ORGANIZATION(NE) NNP(POS) CM(OSCAR)]","fps[VBZ(POS) CM(OSCAR)]",1,1,0,"DLP","fps","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row15","OSCAR (#1)","CM","DLP[ORGANIZATION(NE) NNP(POS) CM(OSCAR)]","fps[VBZ(POS) CM(OSCAR)]",1,1,0,"DLP","fps","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row16","POS","NN","uranium[NN(POS) CM(OSCAR)]","uranium oxide[CM(OSCAR)]",1,1,0,"uranium","uranium oxide","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row16","OSCAR","CM","uranium[NN(POS) CM(OSCAR)]","uranium oxide[CM(OSCAR)]",1,1,0,"uranium","uranium oxide","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row16","OSCAR (#1)","CM","uranium[NN(POS) CM(OSCAR)]","uranium oxide[CM(OSCAR)]",1,1,0,"uranium","uranium oxide","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row17","POS","NNP","M3[NNP(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,1,0,"M3","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row17","OSCAR","CM","M3[NNP(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,1,0,"M3","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row17","POS (#1)","NN","M3[NNP(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,1,0,"M3","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row17","OSCAR (#1)","CM","M3[NNP(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,1,0,"M3","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row18","OSCAR","CM","Sodium chloride[CM(OSCAR)]","size[NN(POS) ONT(OSCAR)]",1,1,0,"Sodium chloride","size","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row18","POS (#1)","NN","Sodium chloride[CM(OSCAR)]","size[NN(POS) ONT(OSCAR)]",1,1,0,"Sodium chloride","size","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row18","OSCAR (#1)","ONT","Sodium chloride[CM(OSCAR)]","size[NN(POS) ONT(OSCAR)]",1,1,0,"Sodium chloride","size","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row19","POS","IN","In[IN(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,1,0,"In","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row19","OSCAR","CM","In[IN(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,1,0,"In","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row19","POS (#1)","NN","In[IN(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,1,0,"In","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row19","OSCAR (#1)","CM","In[IN(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,1,0,"In","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row20","POS","NNS","oxides[NNS(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,1,0,"oxides","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row20","OSCAR","CM","oxides[NNS(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,1,0,"oxides","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row20","POS (#1)","NN","oxides[NNS(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,1,0,"oxides","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row20","OSCAR (#1)","CM","oxides[NNS(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,1,0,"oxides","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row21","POS","CD","M3[CD(POS) CM(OSCAR)]","oxides[NNS(POS) CM(OSCAR)]",1,1,0,"M3","oxides","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row21","OSCAR","CM","M3[CD(POS) CM(OSCAR)]","oxides[NNS(POS) CM(OSCAR)]",1,1,0,"M3","oxides","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row21","POS (#1)","NNS","M3[CD(POS) CM(OSCAR)]","oxides[NNS(POS) CM(OSCAR)]",1,1,0,"M3","oxides","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row21","OSCAR (#1)","CM","M3[CD(POS) CM(OSCAR)]","oxides[NNS(POS) CM(OSCAR)]",1,1,0,"M3","oxides","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row22","POS","IN","In[IN(POS) CM(OSCAR)]","oxides[NNS(POS) CM(OSCAR)]",1,0,0,"In","oxides","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row22","OSCAR","CM","In[IN(POS) CM(OSCAR)]","oxides[NNS(POS) CM(OSCAR)]",1,0,0,"In","oxides","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row22","POS (#1)","NNS","In[IN(POS) CM(OSCAR)]","oxides[NNS(POS) CM(OSCAR)]",1,0,0,"In","oxides","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row22","OSCAR (#1)","CM","In[IN(POS) CM(OSCAR)]","oxides[NNS(POS) CM(OSCAR)]",1,0,0,"In","oxides","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row23","POS","IN","In[IN(POS) CM(OSCAR)]","M3[CD(POS) CM(OSCAR)]",1,0,0,"In","M3","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row23","OSCAR","CM","In[IN(POS) CM(OSCAR)]","M3[CD(POS) CM(OSCAR)]",1,0,0,"In","M3","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row23","POS (#1)","CD","In[IN(POS) CM(OSCAR)]","M3[CD(POS) CM(OSCAR)]",1,0,0,"In","M3","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row23","OSCAR (#1)","CM","In[IN(POS) CM(OSCAR)]","M3[CD(POS) CM(OSCAR)]",1,0,0,"In","M3","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row24","POS","CD","M3[CD(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,0,0,"M3","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row24","OSCAR","CM","M3[CD(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,0,0,"M3","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row24","POS (#1)","NN","M3[CD(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,0,0,"M3","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row24","OSCAR (#1)","CM","M3[CD(POS) CM(OSCAR)]","uranium[NN(POS) CM(OSCAR)]",1,0,0,"M3","uranium","Efficacy of Manual Ventilation Techniques During Cardiopulmonary Resuscitation in Dogs"
"Row25","POS","NN","s?[NN(POS) CM(OSCAR)]","tylko[NN(POS) CM(OSCAR)]",1,1,0,"s?","tylko","Knowledge about Byssinosis and the Use of Face-Masks"
"Row25","OSCAR","CM","s?[NN(POS) CM(OSCAR)]","tylko[NN(POS) CM(OSCAR)]",1,1,0,"s?","tylko","Knowledge about Byssinosis and the Use of Face-Masks"
"Row25","POS (#1)","NN","s?[NN(POS) CM(OSCAR)]","tylko[NN(POS) CM(OSCAR)]",1,1,0,"s?","tylko","Knowledge about Byssinosis and the Use of Face-Masks"
"Row25","OSCAR (#1)","CM","s?[NN(POS) CM(OSCAR)]","tylko[NN(POS) CM(OSCAR)]",1,1,0,"s?","tylko","Knowledge about Byssinosis and the Use of Face-Masks"
"Row26","POS","DT","all[DT(POS) ONT(OSCAR)]","drugs[NNS(POS) ONT(OSCAR)]",1,1,0,"all","drugs","Evaluation of the effects of the dental and skeletal anchored face mask therapies on the craniofacial system by using nonlinear finite element analysis"
"Row26","OSCAR","ONT","all[DT(POS) ONT(OSCAR)]","drugs[NNS(POS) ONT(OSCAR)]",1,1,0,"all","drugs","Evaluation of the effects of the dental and skeletal anchored face mask therapies on the craniofacial system by using nonlinear finite element analysis"
"Row26","POS (#1)","NNS","all[DT(POS) ONT(OSCAR)]","drugs[NNS(POS) ONT(OSCAR)]",1,1,0,"all","drugs","Evaluation of the effects of the dental and skeletal anchored face mask therapies on the craniofacial system by using nonlinear finite element analysis"
"Row26","OSCAR (#1)","ONT","all[DT(POS) ONT(OSCAR)]","drugs[NNS(POS) ONT(OSCAR)]",1,1,0,"all","drugs","Evaluation of the effects of the dental and skeletal anchored face mask therapies on the craniofacial system by using nonlinear finite element analysis"
