disease,count
phlebitis,2
trichomoniasis,2
cataract,2
lymphedema,2
multiple sclerosis,2
cervical cancer.,2
acute lymphoblastic leukemia,2
glioma,2
cerebral palsy,,2
glaucoma,2
pulmonary fibrosis,2
viral disease,,2
viral disease.,2
optic neuritis,2
acute conjunctivitis,2
neuroretinitis,2
multiple sclerosis.,2
cystic fibrosis,2
cardiomyopathy,2
cardiovascular disease,,2
herpes zoster,2
retinal detachment,,2
eye disease,2
fatty liver disease,2
astrocytoma,2
choriocarcinoma,2
cardiovascular disease,2
lymphoblastic leukemia,2
rift valley fever.,2
rheumatoid arthritis.,2
rheumatoid arthritis,,2
scrub typhus,,2
viral hepatitis.,2
visceral leishmaniasis,2
epilepsy,2
colitis,2
myositis,2
nephropathia epidemica,2
cerebral malaria,2
retinal detachment,2
kidney failure,,2
leishmaniasis,2
metabolic acidosis,2
systemic lupus erythematosus,2
croup,2
disseminated intravascular coagulation,2
shortness,2
focal chorioretinitis,,1
cat-scratch disease,1
locked-in syndrome,1
hepatocellular carcinoma;,1
blepharitis,1
cryptococcosis,1
muscular dystrophy,1
hepatocellular carcinoma,,1
thymoma,1
interstitial nephritis,1
motor neuron disease,1
ovarian cancer,1
congenital glaucoma,1
allergy,1
helminthiasis,1
eye disease,,1
pulmonary fibrosis;,1
marburg virus disease,1
chronic kidney disease,1
respiratory failure;,1
chronic inflammatory demyelinating polyneuropathy,,1
metabolic syndrome.,1
herpes simplex.,1
diabetes mellitus.,1
liver cancer,,1
cervical cancer,,1
lymphogranuloma venereum,1
myeloid leukemia,,1
monocytic leukemia,1
amnesia,1
allergic asthma,1
lymphadenitis,1
miliary tuberculosis,1
fatty liver disease,,1
spina bifida,1
cryptorchidism,1
avian influenza,,1
rheumatic fever,1
gastrointestinal disease,1
viral pneumonia;,1
retinal edema,,1
congenital heart disease,,1
multiple myeloma.,1
bartonellosis,1
ecthyma,1
muscular dystrophy,,1
lymphocytopenia,1
ankylosing spondylitis,,1
metabolic syndrome,1
hemorrhagic fever with renal syndrome,,1
inclusion conjunctivitis,,1
cholestasis,1
hemorrhagic fever with renal syndrome.,1
psoriatic arthritis,1
ventricular septal defect,,1
proteinuria,1
gastrointestinal disease,,1
gastrointestinal disease.,1
acute myeloid leukemia,,1
skin cancer,,1
tenosynovitis,1
diphtheria,1
infectious mononucleosis,1
acute conjunctivitis,,1
viral meningitis,,1
arthropathy,1
nephropathy,1
acute myocardial infarction,1
immune disorder,,1
infectious disease;,1
hepatorenal syndrome,,1
liver disease.,1
scoliosis,1
patent foramen ovale,1
chronic myeloid leukemia,1
panuveitis,1
macular edema,1
spotted fever,,1
colorectal cancer,1
amyotrophic lateral sclerosis,,1
plantar fasciitis,1
myasthenia gravis.,1
pasteurellosis,1
central retinal vein occlusion,,1
central retinal artery occlusion,,1
optic atrophy,1
mental depression,,1
strabismus,1
psoriasis,1
hepatorenal syndrome,1
sensorineural hearing loss,1
spotted fever,1
systemic lupus erythematosus;,1
cerebellar ataxia,1
kidney failure,1
anhidrosis,1
acute tubular necrosis,1
bacterial disease,1
systemic lupus erythematosus,,1
spondylosis,1
nephrotic syndrome,,1
bacterial pneumonia.,1
personality disorder,,1
volvulus,1
acute disseminated encephalomyelitis,,1
acute disseminated encephalomyelitis.,1
male infertility,1
scrub typhus.,1
acute respiratory distress syndrome.,1
hemorrhagic disease,,1
argentine hemorrhagic fever,1
hand, foot, and mouth disease.,1
typhoid fever,1
ulcerative colitis,,1
lupus erythematosus;,1
sleeping sickness,,1
ovarian cancer,,1
ovarian cancer.,1
ulcerative colitis,1
autoimmune disease,,1
lupus erythematosus,,1
pneumonic plague.,1
autoimmune disease.,1
acute monocytic leukemia,1
severe acute respiratory syndrome.,1
dermatophytosis,1
cowpox,1
typhoid fever,,1
botulism,1
mouth disease.,1
allergic rhinitis,1
hemorrhagic disease,1
glioblastoma multiforme,1
eastern equine encephalitis,,1
diabetes mellitus,1
peripheral neuropathy,1
pancreatic cancer,1
pericarditis,1
heart disease,1
ventricular septal defect,1
myopathy,1
colon cancer,1
polyneuropathy,1
lactic acidosis,1
tick-borne encephalitis,,1
optic neuropathy,1
cleft palate,1
toxic shock syndrome,1
autism,1
chronic obstructive pulmonary disease.,1
dental caries,1
prostate cancer,1
urticaria,1
fasciitis,1
liver cancer,1
japanese encephalitis,1
metabolic acidosis,,1
chronic obstructive pulmonary disease,1
