,ArticleId,Text,Category
136,ML_covid_1\PMC7402074,the recent coronavirus infectious disease  covid 19  caused by severe acute respiratory syndrome coronavirus 2  sars cov 2  is placing health systems in serious challenges worldwide  shocking statistics each day has prompted the world health organization to officially declare the covid 19 outbreak as a pandemic in march 2020  preliminary studies have shown increased mortality in patients with solid cancers and infection by sars cov 2  until now  the evidence on the behavior of covid 19 in patients with a history of thyroid cancer remains scarce  and most of the recommendations given are based on common sense  therefore  in this viewpoint  we present a brief review of several challenges we are frequently facing during this pandemic and a series of recommendations based on what we have implemented in our clinical practice at a university hospital currently mostly dedicated to covid 19,True
137,ML_covid_1\PMC7402393,covid 19 pandemia is affecting countries worldwide with a gendered death excess as being a male represents  especially in the 50 69 years age group  an unfavourable factor  females are constitutionally prone to defend themselves against pathogens with a stronger efficiency than males  as a fact  several genes involved into the regulation of the innate and adaptive immune response are strategically placed on the x chromosome and  among them  pathogen related receptors  prrs   such as toll like receptor 7  suitable to recognize ssrnas and trigger a gendered successful anti viral fight  on the other hand  a more regulated il 6 production and a more contained inflammation after the encounter of a pathogen supply score points in favour of the female sex in the view that an abnormal and exaggerated cytokine release does represent the hallmark of the deathful sars cov 2 infection  the sex prevalent expression of the attachment and permissive molecules ace2 and tmprss2 further supports the concept of a male oriented vulnerability  in this review  the possible role of biological and immunological sex differences into the higher morbidity and mortality of sars cov 2 between females and males are discussed,True
138,ML_covid_1\PMC7402395,in december 2019  a novel coronavirus  named severe acute respiratory syndrome coronavirus 2  sars cov 2  or  2019 ncov  with unknown origin spread in hubei province of china  the epidemic disease caused by sars cov 2 called coronavirus disease 19  covid 19   the presence of covid 19 was manifested by several symptoms  ranging from asymptomatic mild symptoms to severe illness and death  the viral infection expanded internationally and who announced a public health emergency of international concern  to quickly diagnose and control such a highly infectious disease  suspicious individuals were isolated and diagnostic treatment procedures were developed through patients  epidemiological and clinical data  early in the covid 19 outbreak  who invited hundreds of researchers from around the world to develop a rapid quality diagnosis  treatment and vaccines  but so far no specific antiviral treatment or vaccine has been approved by the fda  at present  covid 19 is managed by available antiviral drugs to improve the symptoms  and in severe cases  supportive care including oxygen and mechanical ventilation is used for infected patients  however  due to the worldwide spread of the virus  covid 19 has become a serious concern in the medical community  according to the current data of who  the number of infected and dead cases has increased to 8 708 008 and 461 715  respectively  dec 2019  june 2020   given the high mortality rate and economic damage to various communities to date  great efforts must be made to produce successful drugs and vaccines against 2019 ncov infection  for this reason  first of all  the characteristics of the virus  its pathogenicity  and its infectious pathways must be well known  thus  the main purpose of this review is to provide an overview of this epidemic disease based on the current evidence,True
139,ML_covid_1\PMC7403099,the recent global pandemic of novel coronavirus disease 2019  covid 19  is increasingly alarming  as of 21 june 2020  there are more than 8 7 million cases worldwide  with 460 000 deaths  nepal is not an exception to covid 19 and is currently facing a challenge to prevent the spread of infection  the analysis of the detected cases  severity and outcomes of the cases within a country is important to have a clear picture of where the pandemic is heading and what measures should be taken to curb the infection before it becomes uncontrollable  we collected data regarding all the cases  recoveries and deaths attributed to covid 19 in nepal starting from the first case on 23 january to 21 june 2020  at present  covid 19 has spread all over nepal  with a rapid increase in the number of new cases and deaths  which is alarming in a low income country with an inadequate healthcare system like nepal  although the government implemented early school closure and lockdown  the management to contain covid 19 does not appear to be adequate  understanding the current situation regarding covid 19 in nepal is important for providing a direction towards proper management of the disease,True
140,ML_covid_1\PMC7403483,severe acute respiratory syndrome coronavirus 2  sars cov 2  is a novel coronavirus that is responsible for the 2019 2020 pandemic  in this comprehensive review  we discuss the current published literature surrounding the sars cov 2 virus  we examine the fundamental concepts including the origin  virology  pathogenesis  clinical manifestations  diagnosis  laboratory  radiology  and histopathologic findings  complications  and treatment  given that much of the information has been extrapolated from what we know about other coronaviruses including severe acute respiratory syndrome coronavirus  sars cov  and middle east respiratory syndrome coronavirus  mers cov   we identify and provide insight into controversies and research gaps for the current pandemic to assist with future research ideas  finally  we discuss the global response to the coronavirus disease 2019  covid 19  pandemic and provide thoughts regarding lessons for future pandemics,True
141,ML_covid_1\PMC7404435,this article reports the reduction of de novo pacemaker implants in a peruvian hospital due to the covid 19 pandemic  the reduction in the number of de novo pacemaker occurred independently of the etiology,True
142,ML_covid_1\PMC7404502,the emergence of coronavirus disease 2019  covid 19  as a pandemic threatens the entire world resulting in severe consequences for people s health  pregnant patients with covid 19 had immune dysregulation that could result in abnormal pregnancy outcomes such as hydatidiform mole  hm   recurrent pregnancy loss  and early onset preeclampsia  in this article  we tried to summarize the possible association between covid 19 and the hm s development by reviewing the role of nod like receptor  nlr  family pyrin domain containing 7  nlrp7   cytokines  zinc  and leukocytes in the pathogenesis of hm,True
143,ML_covid_1\PMC7404738,when the world health organization declared the coronavirus outbreak a pandemic  clinicians were challenged to maintain continuity of care  teletherapy became the primary means of service delivery for many who had never or only sparingly used it  the family institute at northwestern university  in response to encouraging findings with respect to the effectiveness of teletherapy and recognizing advantages with respect to access to care  launched our teletherapy services in 2018  as a relationship based organization  we were keen to exploit the opportunity that teletherapy provides to integrate additional members of the client system into the treatment  over these two plus years we have learned a great deal  our learning was greatly accelerated by our transition to a 100  teletherapy practice in the wake of the pandemic  teletherapy is a different context  intentionally managing the context s constraints and exploiting its strengths is key to providing high quality couple and family therapy  this step is often overlooked or resisted when teletherapy is an occasional add on to a face to face practice,True
144,ML_covid_1\PMC7404846,hypercoagulability is an increasingly recognized complication of sars cov 2 infection  as such  anticoagulation has become part and parcel of comprehensive covid 19 management  however  several uncertainties exist in this area including the appropriate type and dose of heparin  in addition  special patient populations  including those with high body mass index and renal impairment  require special consideration  although the current evidence is still insufficient  we provide a pragmatic approach to anticoagulation in covid 19  but stress the need for further trials in this area,True
145,ML_covid_1\PMC7405048,millions of children could be adversely affected by the covid 19 pandemic and we anticipate that the greatest impact could be on those in poor socioeconomic groups  who are already vulnerable and disadvantaged  however  some positive changes could also come out of this global crisis  this paper discusses what we see as the possible effects of this pandemic,True
146,ML_covid_1\PMC7405264,in early 2020  the world experienced an unprecedented health crisis  when the pandemic of coronavirus was declared by the world health organization  it brought with it sudden and dramatic changes to everyday life  in the uk  the key message from the government was to  stay at home  protect the nhs  save lives   sending out a clear warning that failing to stay at home would put other lives and the ability of the nhs to cope at risk  this editorial discusses covid 19  how society responded and the vital role that health literacy plays in saving lives during a global health emergency,True
147,ML_covid_1\PMC7405836,in recent decades  several new diseases have emerged in different geographical areas  with pathogens including ebola virus  zika virus  nipah virus  and coronaviruses  covs   recently  a new type of viral infection emerged in wuhan city  china  and initial genomic sequencing data of this virus do not match with previously sequenced covs  suggesting a novel cov strain  2019 ncov   which has now been termed severe acute respiratory syndrome cov 2  sars cov 2   although coronavirus disease 2019  covid 19  is suspected to originate from an animal host  zoonotic origin  followed by human to human transmission  the possibility of other routes should not be ruled out  compared to diseases caused by previously known human covs  covid 19 shows less severe pathogenesis but higher transmission competence  as is evident from the continuously increasing number of confirmed cases globally  compared to other emerging viruses  such as ebola virus  avian h7n9  sars cov  and middle east respiratory syndrome coronavirus  mers cov   sars cov 2 has shown relatively low pathogenicity and moderate transmissibility  codon usage studies suggest that this novel virus has been transferred from an animal source  such as bats  early diagnosis by real time pcr and next generation sequencing has facilitated the identification of the pathogen at an early stage  since no antiviral drug or vaccine exists to treat or prevent sars cov 2  potential therapeutic strategies that are currently being evaluated predominantly stem from previous experience with treating sars cov  mers cov  and other emerging viral diseases  in this review  we address epidemiological  diagnostic  clinical  and therapeutic aspects  including perspectives of vaccines and preventive measures that have already been globally recommended to counter this pandemic virus,True
148,ML_covid_1\PMC7406680,an emerging  rapidly spreading coronavirus sars cov 2 is causing a devastating pandemic  as we have not developed curative medicine and effective vaccine  the end of this life threatening infectious disease is still unclear  severe covid 19 is often associated with hypercytokinemia  which is typically found in macrophage activation syndrome  sars cov 2 infection causes this strong inflammation within the lung and propagates to respiratory and  ultimately  systemic organ malfunction  although we have not fully understood the physiological and pathological aspects of covid 19  current research progress indicates the effectiveness of anti cytokine therapy  here  we summarize macrophage activation syndrome and its possible contribution to covid 19  and cytokine targeted attempts in severe covid 19 cases,True
149,ML_covid_1\PMC7411318,regulators are finding ways to support the expedited development and distribution of novel coronavirus related vaccines  tests and treatments  gary humphreys reports,True
150,ML_covid_1\PMC7411421,today clinicians may diagnose hundreds of people with coronavirus disease 2019  covid 19   we report the case of a child with asthma who sought care for covid 19 symptoms whose condition did not improve despite appropriate treatment for asthma  pneumonia and covid 19  further examination revealed a surprising underlying disease  it is important to consider that in pandemics such as covid 19  because all attention is paid to the disease  underlying hidden causes may be neglected,True
151,ML_covid_1\PMC7414361,how do retail investors respond to the outbreak of covid 19  we use transaction level trading data to show that investors significantly increase their trading activities as the covid 19 pandemic unfolds  both at the extensive and at the intensive margin  investors  on average  increase their brokerage deposits and open more new accounts  the average weekly trading intensity increases by 13 9  as the number of covid 19 cases doubles  the increase in trading is especially pronounced for male and older investors  and affects stock and index trading  following the 9 99  drop of the dow jones on march 12  investors significantly reduce the usage of leverage,True
152,ML_covid_1\PMC7414591,in this issue of,True
153,ML_covid_1\PMC7414592,in this issue of,True
154,ML_covid_1\PMC7416717,a striking feature of covid 19 is the high frequency of thrombosis  particularly in patients who require admission to intensive care unit because of respiratory complications  pneumonia adult respiratory distress syndrome   the spectrum of thrombotic events is wide  including in situ pulmonary thrombosis  deep vein thrombosis and associated pulmonary embolism  as well as arterial thrombotic events  stroke  myocardial infarction  limb artery thrombosis   unusual thrombotic events have also been reported  e g   cerebral venous sinus thrombosis  mesenteric artery and vein thrombosis  several hematology abnormalities have been observed in covid 19 patients  including lymphopenia  neutrophilia  thrombocytopenia  usually mild   thrombocytosis  elevated prothrombin time and partial thromboplastin times  the latter abnormality often indicating lupus anticoagulant phenomenon   hyperfibrinogenemia  elevated von willebrand factor levels  and elevated fibrin,True
155,ML_covid_1\PMC7416802,coronavirus disease 2019  also known as covid 19  is caused by a novel coronavirus named severe acute respiratory syndrome coronavirus 2  or sars cov 2  the infection has now catapulted into a full blown pandemic across the world  which has affected more than 2 million people and has led to approximately 150 000 fatalities all over the world  who   in this review  we elaborate all currently available data that shed light on possible methods for treatment of covid 19  such as antiviral drugs  corticosteroids  convalescent plasma  and potentially effective vaccines  additionally  ongoing and discontinued clinical trials that have been carried out for validating probable treatments for covid 19 are discussed  the review also elaborates the prospective approach and the possible advantages of using convalescent plasma and stem cells for the improvement of clinical symptoms and meeting the demand for an instantaneous cure,True
156,ML_covid_1\PMC7417426,coronavirus disease 2019  covid 19   caused by severe acute respiratory syndrome related coronavirus 2  sars cov 2  has affected millions of people globally  clinically  it presents with mild flu like symptoms in most cases but can cause respiratory failure in high risk population  with the aim of unearthing newer treatments  scientists all over the globe are striving hard to comprehend the underlying mechanisms of covid 19  several studies till date have indicated a dysregulated host immune response as the major cause of covid 19 induced mortality  in this perspective  we propose a key role of endothelium  particularly pulmonary endothelium in the pathogenesis of covid 19  we draw parallels and divergences between covid 19 induced respiratory distress and bacterial sepsis induced lung injury and recommend the road ahead with respect to identification of endothelium based biomarkers and plausible treatments for covid 19,True
157,ML_covid_1\PMC7418581,single cell analysis sheds light on immune response to covid 19 infection  enables the rapid discovery of antibody leads  and points to ways to get ahead of future pandemics,True
158,ML_covid_1\PMC7418883,covid 19 has emerged as a pandemic with lung being the primarily afflicted organ  deranged hemostasis has been observed in patients with covid 19 with scales tipped towards a prothrombotic state  the pathogenesis differs from disseminated intravascular coagulation with a primary pulmonary localization  this is referred to as pulmonary intravascular coagulopathy with strong component of thrombo inflammation  this is reflected in the lab tests with an increase in d dimer which correlates with severity and outcomes of disease  common coagulation tests such as prothrombin time  activated partial thromboplastin time are only mildly prolonged while most patients have normal to increased fibrinogen and marginal thrombocytopenia  overall  the patients have an increase in venous and arterial thrombotic events especially in icu patients  routine thromboprophylaxis with low molecular weight heparin is recommended in all hospitalized patients to reduce the incidence of thrombosis  bleeding is uncommon and treated with blood products transfusion  this review shall discuss the hemostatic abnormalities in covid 19 patients and their impact on prognosis  in addition  strategy of thromboprophylaxis and various academic society guidelines are discussed in detail,True
159,ML_covid_1\PMC7422246,die schnarrende stimme john bercows  speaker des britischen unterhauses  wird noch eine weile erinnert werden  seine,True
160,ML_covid_1\PMC7424116,as of 11 july  2020  severe acute respiratory syndrome coronavirus 2  sars cov 2   the virus responsible for the coronavirus disease 2019  covid 19  pandemic has infected over 12 7 million people around the world and caused more than 560 000 deaths  1   given the devastating impact that covid 19 can have on the lung  it is natural to fear for patients with underlying copd  estimating their excess risk for contracting covid 19 and  in particular  its more severe respiratory manifestations has been a challenging exercise in this pandemic for various reasons  first  the reporting on cases has concentrated on hospitalised and intensive care unit  icu  patients  rather than on mild  outpatient cases  this is in part also due to the variability in testing strategies across the world  where some nations with stricter testing requirements and scarce testing resources have focused on testing only those requiring hospitalisation,True
161,ML_covid_1\PMC7426163,the outbreak of a large plaque  novel coronavirus pneumonia  ncp   which also named coronavirus disease 2019  covid 19  by the who  has detrimentally affected the livelihood and health of people in china  during the spread of covid 19  colleagues who have been working at the frontline have had to face many new challenges in the treatment and prevention of ncp  therefore  we have provided suggestions for the diagnosis  treatment  and prevention of the novel coronavirus pneumonia in the current epidemic situation based on the latest reports and the experience of doctors treating covid 19 in our hospital  we recommend lopinavir ritonavir as the effective drugs for antiviral treatment according to our experience in administering lopinavir ritonavir to covid 19 patients and the successful cases of these drugs in treating mers and sars  but need more clinical data to prove their efficacy in treating covid 19,True
162,ML_covid_1\PMC7426193,the current outbreak of severe acute respiratory syndrome coronavirus 2  sars cov 2  also known as coronavirus disease 2019  covid 19  has quickly progressed to a global pandemic  there are well documented cardiac complications of covid 19 in patients with and without prior cardiovascular disease  the cardiac complications include myocarditis  heart failure  and acute coronary syndrome resulting from coronary artery thrombosis or sars cov 2 related plaque ruptures  there is growing evidence showing that arrhythmias are also one of the major complications  myocardial inflammation caused by viral infection leads to electrophysiological and structural remodeling as a possible mechanism for arrhythmia  this could also be the mechanism through which sars cov 2 leads to different arrhythmias  in this review article  we discuss arrhythmia manifestations in covid 19,True
163,ML_covid_1\PMC7426221,in recent months  the presence of an emerging disease of infectious etiology has paralyzed everyone  already being a public health problem due to its high rate of infection  a life threatening disease  the who has named it covid 19  caused by severe acute respiratory syndrome coronavirus 2  sars cov2   new studies provide information of the role of the environment in covid 19 transmission process  mortality related to this infectious disease and the impact on human health  the following review aims to analyze information on the implications of covid 19 infection on human health and the impact of its presence on the environment  from its transmission capacity and the role of air pollutants and climatological factors to reducing the air pollution during confinement  likewise  it provides a vision of the impact on the environment and human health of exposure to disinfectants and the presence of covid 19 in wastewater  among other actions,True
164,ML_covid_1\PMC7426555,the connection between coronavirus infection and anosmia remains enigmatic  defects in olfactory cilia lead to anosmia  this viewpoint summarizes transmission electron microscopic studies of cilia in virus infected cells  coronavirus infects the ciliated cells in human nasal epithelium and causes deciliation  influenza viruses attach to the ciliary membrane  and sendai virus enters cilia by fusing its viral membrane with the ciliary membrane,True
165,ML_covid_1\PMC7427274,in the present paper  we formulate a new mathematical model for the dynamics of covid 19 with quarantine and isolation  initially  we provide a brief discussion on the model formulation and provide relevant mathematical results  then  we consider the fractal fractional derivative in atangana baleanu sense  and we also generalize the model  the generalized model is used to obtain its stability results  we show that the model is locally asymptotically stable if,True
166,ML_covid_1\PMC7428780,in order to support the sinking capacities and revenues  the international air transport association  iata  calls on the european governments to provide relief to their airlines to sustain their operations  furthermore  this document highlights the future of airport and air transport industry based on revenue generation sources  cost control strategies and integration of innovations with respect to variable demand and capacity during and post covid 19,True
167,ML_covid_1\PMC7429078,as the coronavirus 2019  covid 19  pandemic marches unrelentingly  more patients with cardiac arrhythmias are emerging due to the effects of the virus on the respiratory and cardiovascular  cv  systems and the systemic inflammation that it incurs  and also as a result of the proarrhythmic effects of covid 19 pharmacotherapies and other drug interactions and the associated autonomic imbalance that enhance arrhythmogenicity  the most worrisome of all arrhythmogenic mechanisms is the qt prolonging effect of various anti covid pharmacotherapies that can lead to polymorphic ventricular tachycardia in the form of torsade des pointes and sudden cardiac death  it is therefore imperative to monitor the qt interval during treatment  however  conventional approaches to such monitoring increase the transmission risk for the staff and strain the health system  hence  there is dire need for contactless monitoring and telemetry for inpatients  especially those admitted to the intensive care unit  as well as for outpatients needing continued management  in this context  recent technological advances have ushered in a new era in implementing digital health monitoring tools that circumvent these obstacles  all these issues are herein discussed and a large body of recent relevant data are reviewed,True
168,ML_covid_1\PMC7429086,despite the extent of the covid 19 infection worldwide  the impact of the pandemic in our country remains low thanks to containment measures  on july 11  2020  the spread of the virus in morocco has caused more than 15 000 cases and 243 deaths  it is important to note that cancer patients are at high risk of developing covid 19 disease  however  little changes have been made in our clinical practice in cancer management  medical care aims are to ensure optimal treatment while minimizing the risk of covid 19 transmission  management should be discussed in a multidisciplinary team meeting  and any decision made  particularly influenced by the context of the covid 19 pandemic  should be discussed and shared with the patient  in this article  we summarize our practical recommendations and how we prioritize cancer patient care during the post covid 19 phase,True
169,ML_covid_1\PMC7430661,covid 19 has quickly become a worldwide pandemic and is well known for its pulmonary complications  dermatologic manifestations such as chilblain like lesions have been recently described  but it is unclear if they are truly secondary to the infection or not  here we describe a young patient who developed chilblain like eruptions on his toes  likely secondary to severe acute respiratory syndrome coronavirus 2  sars cov 2  infection  we discuss the literature that supports the hypothesis that these are in fact secondary to the infection  as well as provide insight into the pathology of these lesions,True
170,ML_covid_1\PMC7431328,i examine the spillover effects across the three different long short portfolio indices during the covid 19 pandemic  the relative outperformance of the esg portfolio  reported by nofsinger and varma  2014  and lins et al   2017   comes from the fact that the probability of its returns getting affected by the other safer investment strategies increases during an economic slowdown  it implies that investors become more attentive to corporate fundamentals   causing capital flowing away from the defensive and eafe portfolios to the esg portfolio during crisis periods  investors find,True
171,ML_covid_1\PMC7431359,the outbreak of coronavirus disease 2019  covid 19  caused by severe acute respiratory syndrome coronavirus 2  sars cov 2  is a global public health concern with rapid growth in the number of patients with significant mortality rates  the first case in sudan was reported on 13 march 2020  and up to 3 july 2020 there are 9894 confirmed cases and 616 deaths  the case fatality rate was 6 23   there is variation in case fatality rate  cfr   which in some cities  like khartoum  was low  3 8    but in others  like north darfur  it was very high  31 7    the government of sudan has implemented preventive measures during the current coronavirus disease pandemic  such as partial lockdown  contact monitoring  risk communication  social distance  quarantine and isolation to prevent the spread of sars cov 2  however  there are new community cases every day  this could be as a result of the weak application of these measures by the government  and the lack of commitment of people to these measures  the number of covid 19 cases is currently decreasing in sudan  but we are expected to see an increase in numbers of cases as a result of the massive demonstrations that occurred in sudan recently  and as a result of the expected reopening and restoration of normal life  the government must increase testing facilities  and maintain social distancing and necessary precautions to limit the spread of infection after life returns to normal,True
172,ML_covid_1\PMC7433989,the novel coronavirus covid 19 appears to strike some people more intensely than others  some people only experience mild symptoms while others require hospitalization and ventilation  with the virus becoming more prevalent day by day  it is not just the elderly  but even young people are falling seriously ill  various researchers across the world state that specific cells in the nasal passages  intestines  and lungs may be more susceptible to the infection  shifting the focus and research towards epithelium might provide new insight towards understanding covid 19  this article is an overview of how epithelium permeability in covid 19 may associate with comorbidities and other factors,True
173,ML_covid_1\PMC7434393,the global pandemic has an inherently urban character  the un habitat s publication of a response plan for mollification of the sars cov 2 based externalities in the cities of the world testifies to that  this article takes the un habitat report as the premise to carry out an empirical investigation in the four major metro cities of india  the report s concern with the urban character of the pandemic has underlined the role of cities in disease transmission  in that wake  the study demarcates factors at the sub city level that tend to jeopardize the two mandatory precautionary measures during covid 19   social distancing and lockdown  it investigates those factors through a,True
174,ML_covid_1\PMC7435176,a new global pandemic of coronavirus disease 2019  covid 19  has resulted in high mortality and morbidity  currently numerous drugs are under expedited investigations without well established safety or efficacy data  pharmacogenomics may allow individualization of these drugs thereby improving efficacy and safety  in this review  we summarized the pharmacogenomic literature available for covid 19 drug therapies including hydroxychloroquine  chloroquine  azithromycin  remdesivir  favipiravir  ribavirin  lopinavir ritonavir  darunavir cobicistat  interferon beta 1b  tocilizumab  ruxolitinib  baricitinib  and corticosteroids  we searched pubmed  reviewed the pharmacogenomics knowledgebase  pharmgkb,True
175,ML_covid_1\PMC7435502,this study aims to present a quick overview of the novel coronavirus  afterward covid 19  which triggers from wuhan  spread approximately 213 countries and territories around the globe  and still currently ongoing  particularly  we are interested to investigate the economic perspective of covid 19  this paper uses data from online published articles and current media sources  as the covid 19 situation is unfolding yet  to deeply explore the said matter  we divide the economic impact into six dimensions that is  chinese economy  central asian economies  south asian economies  south east and west asian economies  european economies  northern african  and middle eastern economies  the paper concludes that epidemic situations like covid 19 severely affect economies around the globe  the basic reasons behind such severity are immobility of labor  reduction in productivity  discontinuation of the supply chain  a decline in exports  uncertainty  and so on  this study is quite important for businesses and policymakers to estimate and plan current and post covid 19 situations,True
176,ML_covid_1\PMC7435516,some in the medical publishing world have observed an  infodemic  occurring alongside the pandemic  one might define an infodemic as a contagious disease infecting our information culture  as the editors of a r  tasked with conducting  reviewing  reporting  and translating science to the rheumatic disease community  we agree with this diagnosis  herein  we reflect on how the pandemic has impacted a r  the medical publishing world  and how we may best engage our community to navigate current challenges,True
177,ML_covid_1\PMC7435543,an unprecedented global pandemic caused by a novel coronavirus  severe acute respiratory syndrome coronavirus 2  sars cov 2  has quickly overwhelmed the health care systems worldwide  while there is an absence of consensus among the community in how to manage solid organ transplant recipients and donors  a platform provided by the american society of transplantation online community  outstanding questions in transplantation   hosted a collaborative multicenter  multinational discussions to share knowledge in a rapidly evolving global situation  here  we present a summary of the discussion in addition to the latest published literature,True
178,ML_covid_1\PMC7435553,this article is protected by copyright  all rights reserved,True
179,ML_covid_1\PMC7436216,covid 19 is an infectious disease caused by severe acute respiratory syndrome coronavirus 2  sars cov 2   covid 19 is not only a lung disease but rather a systemic syndrome where blood alterations may play a key role  1   severe cases show a marked variation in the red blood cell distribution width  2   which agrees well with reduced erythrocyte turnover and would function as a compensatory mechanism to maintain the circulating red blood cell and oxygen levels  3,True
180,ML_covid_1\PMC7436511,this article is linked to al ani et al papers  to view these articles  visit,True
181,ML_covid_1\PMC7436539,the editors of the,True
182,ML_covid_1\PMC7436557,the coronavirus disease 2019  covid 19  pandemic is declared a global health emergency  covid 19 is triggered by a novel coronavirus  severe acute respiratory syndrome coronavirus 2  sars cov2   baseline characteristics of admitted patients with covid 19 show that adiposity  diabetes and hypertension are risk factors for developing severe disease  but so far immunosuppressed patients that are listed as high risk patients have not been more susceptible to severe covid 19 than the rest of the population  multiple clinical trials are currently being conducted  which hopefully can identify more drugs that can lower mortality  morbidity and burden on the society  several independent studies have convincingly shown that cyclosporine inhibit replication of several different coronaviruses,True
183,ML_covid_1\PMC7436617,this article is linked to tian et al and tian and rong papers  to view these articles  visit,True
184,ML_covid_1\PMC7436660,at the end of 2019  a new coronavirus disease  covid 19  emerged and quickly spread around the world  severe acute respiratory syndrome coronavirus 2  sars cov 2   the causative virus of this disease  belongs to the   coronavirus family  together with sars and middle east respiratory syndrome  and has similar biological characteristics to these viruses  for obstetricians  the susceptibility and prognoses of pregnant women and the effects of the infection on the fetus have been the focus of attention  however  at present  the seriousness of the disease in pregnant women is not apparent  and covid 19 does not increase the rate of miscarriage  stillbirth  preterm labor or teratogenicity  even so  carriers might transmit sars cov 2 to pregnant women  thus  we must keep in mind that all medical personnel must understand and maintain standard precautions in their clinical and laboratory practices,True
185,ML_covid_1\PMC7436755,this article is linked to tian et al and aguila et al papers  to view these articles  visit,True
186,ML_covid_1\PMC7437501,iadecola et al  review and discuss the acute and chronic neurological consequences of covid 19  potential mechanisms for neuropathogenesis  and the outstanding questions to minimize its harmful nervous system involvement,True
187,ML_covid_1\PMC7437681,this case describes the successful pulmonary rehabilitation of a premorbidly independent female in the early 80s who was admitted for acute respiratory distress syndrome secondary to covid 19 requiring 14 days of intubation  patient was admitted to the acute rehabilitation unit 1 month after hospitalisation  patient initially had poor endurance and was only able to ambulate with a front wheel walker for 150 feet  and also had tachycardia and decreased oxygen saturation after ambulation  during patient s rehabilitation course  therapy was focused on improving activity tolerance  ten days after admission  patient was able to ambulate without an assistive device for 250 feet and with a rollator for over 900 feet  patient also showed improvement in gait speed  heart rate  oxygen saturation after ambulation and incentive spirometer volume  this case demonstrates that pulmonary rehabilitation is an important component of inpatient care for patients with covid 19 to improve functional exercise capacity and aerobic capacity,True
188,ML_covid_1\PMC7438535,covid 19 is a pandemic viral disease with catastrophic global impact  this disease is more contagious than influenza such that cluster outbreaks occur frequently  if patients with symptoms quickly underwent testing and contact tracing  these outbreaks could be contained  unfortunately  covid 19 patients have symptoms similar to other common illnesses  here  we hypothesize the order of symptom occurrence could help patients and medical professionals more quickly distinguish covid 19 from other respiratory diseases  yet such essential information is largely unavailable  to this end  we apply a markov process to a graded partially ordered set based on clinical observations of covid 19 cases to ascertain the most likely order of discernible symptoms  i e   fever  cough  nausea vomiting  and diarrhea  in covid 19 patients  we then compared the progression of these symptoms in covid 19 to other respiratory diseases  such as influenza  sars  and mers  to observe if the diseases present differently  our model predicts that influenza initiates with cough  whereas covid 19 like other coronavirus related diseases initiates with fever  however  covid 19 differs from sars and mers in the order of gastrointestinal symptoms  our results support the notion that fever should be used to screen for entry into facilities as regions begin to reopen after the outbreak of spring 2020  additionally  our findings suggest that good clinical practice should involve recording the order of symptom occurrence in covid 19 and other diseases  if such a systemic clinical practice had been standard since ancient diseases  perhaps the transition from local outbreak to pandemic could have been avoided,True
189,ML_covid_1\PMC7439099,we shared in common our clinical  radiological  biological and pathological data to draw attention towards the intestinal vasculitis that can be a part in the mis c related to covid 19  to our best knowledge  this is the first case encountered of combination between covid 19 with intestinal ischemic in children,True
190,ML_covid_1\PMC7439639,the viral infection due to the new coronavirus or coronavirus disease 2019  covid 19   which was reported for the first time in december 2019  was named by the world health organization  who  as severe acute respiratory syndrome coronavirus 2  sars cov2   because of the very similar genome and also its related symptoms to sars cov1  the ongoing covid 19 pandemic with significant mortality  morbidity  and socioeconomic impact is considered by the who as a global public health emergency  since there is no specific treatment available for sars cov2 infection  and or covid 19  several clinical and sub clinical studies are currently undertaken to find a gold standard therapeutic regimen with high efficacy and low side effect  based on the published scientific evidence published to date  we summarized herein the effects of different potential therapies and up to date clinical trials  the review is intended to help readers aware of potentially effective covid 19 treatment and provide useful references for future studies,True
191,ML_covid_1\PMC7440037,using the officially published data and aware of the uncertain source and insufficient number of samples  we present a first and  for the moment  unique attempt to study the first two months spread of the pandemic covid 19 in madagascar  the approach has been tested by predicting the number of contaminated persons for the next week after fitting the inputs data collected within 7 or 15 days using standard least,True
192,ML_covid_1\PMC7440862,au d cours de la pand mie de covid 19  la reprise de l activit  chirurgicale s est traduite par une complexification des circuits de prise en charge des patients li e au risque de propagation de l infection  la prise en charge des patients porteurs du virus sarscov 2 impose plusieurs modifications contraignantes qui font  galement  voluer les pratiques  il en est ainsi du d veloppement de la t l  consultation mais aussi aux mesures de distanciation sociales pour les consultations pr sentielles  les recommandations actuelles sont d orienter le d pistage des patients op r s en fonction d une pr  selection prenant en compte la possibilit  de signes cliniques  de contact avec une personne infect e et la lourdeur du geste chirurgical  en fonction  l intervention peut  tre report e ou le patient peut  tre int gr  dans un circuit individualis  et la conduite de l anesth sie peut  tre modifi e,True
193,ML_covid_1\PMC7441022,in this paper  we develop a mathematical model for the spread and control of the coronavirus disease  an outbreak of covid 19 has led to more than one million confirmed cases as of april 3rd,True
