disease,count
chronic obstructive pulmonary disease,,2
colon cancer,2
chronic obstructive pulmonary disease.,2
lung cancer,,2
liver cancer,2
parasitic disease,2
hepatocellular carcinoma.,1
toxoplasmosis,1
eosinophilia,1
irritable bowel syndrome,,1
parotitis,1
sickle cell anemia,1
aseptic meningitis,,1
thyroid disease,1
cerebral malaria.,1
western equine encephalitis,1
chronic kidney disease,,1
latent syphilis,1
pancreatitis,1
common cold,1
common cold.,1
chronic kidney disease,1
vaccinia virus.,1
hemolytic anemia,,1
siderosis,1
chronic granulomatous disease.,1
mantle cell lymphoma,1
metabolic disorder,,1
necrotizing fasciitis,,1
chickenpox,1
acute lymphoblastic leukemia,1
acute myocardial infarction,,1
acute myocardial infarction.,1
fatty liver disease,,1
lung carcinoma,1
fatty liver disease.,1
leukopenia,1
pulmonary fibrosis,1
septic arthritis,,1
mite infestation,1
muscular dystrophy,,1
juvenile dermatomyositis.,1
coronary thrombosis,,1
viral disease.,1
scrub typhus,1
urinary tract infection.,1
metabolic syndrome,1
dengue fever;,1
acute disseminated encephalomyelitis,1
gastrointestinal disease,,1
gastrointestinal disease.,1
acute myocarditis,1
beta-thalassemia,1
bronchiectasis,1
multiple sclerosis?,1
multiple sclerosis.,1
multiple sclerosis,,1
tonsillitis,1
endocarditis,1
cardiomyopathy,1
infectious mononucleosis,1
irritable bowel syndrome,1
glucose intolerance,1
anal cancer,1
cholangitis,1
viral meningitis,,1
arthropathy,1
osteosarcoma,1
liver disease,,1
attention deficit hyperactivity disorder,1
tetanus,1
pancreatic cancer,,1
mitochondrial myopathy.,1
neurofibromatosis,1
atopic dermatitis,,1
schistosomiasis,1
sleep apnea,1
thalassemia,1
alcoholic hepatitis.,1
trypanosomiasis,1
uveitis,1
tularemia,1
sclerosing cholangitis,1
neoplasm,1
kidney failure,1
systemic lupus erythematosus,,1
systemic lupus erythematosus.,1
astrocytoma,1
malabsorption,1
bubonic plague.,1
purpura,1
obstructive sleep apnea,1
septic arthritis,1
viral hepatitis;,1
lymphoblastic leukemia,1
colorectal cancer.,1
rift valley fever.,1
trigeminal neuralgia,,1
acute thyroiditis,1
toxic shock syndrome,,1
colorectal cancer?,1
acute pancreatitis,1
brucellosis,1
hemolytic anemia,1
rheumatoid arthritis?,1
bubonic plague,1
ulcerative colitis.,1
learning disability,,1
cystic fibrosis,,1
otitis media,,1
lupus erythematosus.,1
ulcerative colitis,1
autoimmune disease,,1
lupus erythematosus,,1
pneumonic plague.,1
pulmonary tuberculosis,,1
portal hypertension,1
substance abuse.,1
pilocytic astrocytoma,1
herpes zoster.,1
substance abuse,,1
osteoporosis,1
herpes zoster,,1
pulmonary tuberculosis;,1
typhoid fever,,1
renal cell carcinoma.,1
hydrocele,1
botulism,1
lung disease,,1
hypersensitivity,1
myelodysplastic syndrome.,1
peripheral neuropathy,1
cardiovascular disease;,1
croup,1
substance abuse,1
lymphocytic choriomeningitis,,1
disseminated intravascular coagulation,1
craniosynostosis,1
herpes genitalis,1
hernia,1
alcohol abuse.,1
kidney cancer.,1
synovitis,1
thyroiditis,1
japanese encephalitis,1
