disease,count
rhinitis,5
cystic fibrosis,5
diphtheria,5
filariasis,5
lymphocytic choriomeningitis,5
acute respiratory distress syndrome,,5
sarcoma,5
severe combined immunodeficiency,5
leptospirosis,5
diabetes mellitus,5
pertussis,4
toxoplasmosis,4
common cold,,4
vaccinia virus,,4
vasculitis,4
leukopenia,4
retinoblastoma,4
herpangina,4
orchitis,4
colorectal cancer,4
spotted fever,4
otitis media,4
chronic obstructive pulmonary disease;,4
cutaneous leishmaniasis,4
ehrlichiosis,4
chronic kidney disease,4
cataract,4
multiple sclerosis,4
glioma,4
lymphadenopathy,4
cervical cancer,4
infectious disease,,4
visceral leishmaniasis.,4
acute myocardial infarction,4
respiratory disease.,4
autoimmune disease.,4
dementia,3
strongyloidiasis,3
common cold.,3
vaccinia virus.,3
congenital heart disease,3
hand, foot and mouth disease,3
acute myocardial infarction.,3
louping ill,3
skin cancer,3
rhabdomyosarcoma,3
sinusitis,3
rheumatoid arthritis.,3
scrub typhus,,3
epilepsy,3
typhoid fever,3
thrombocytosis,3
listeriosis,3
coccidioidomycosis,3
pancreatic cancer,3
autism,3
synovitis,3
neurodegeneration,3
histoplasmosis,3
pharyngitis,3
cryoglobulinemia,3
bipolar disorder,3
cardiac arrest,,3
pulmonary fibrosis,3
viral disease.,3
tenosynovitis,3
heart disease.,3
trypanosomiasis,3
bacterial pneumonia,,3
hemorrhagic disease.,3
acute pancreatitis,3
acute respiratory distress syndrome.,3
peripheral neuropathy,,3
metabolic acidosis,3
spondylitis,3
uveal melanoma,2
giardiasis,2
membranoproliferative glomerulonephritis,2
dengue hemorrhagic fever,,2
respiratory failure,,2
ankylosing spondylitis,2
hemorrhagic fever with renal syndrome,2
nicotine dependence,2
sleep disorder,2
chronic lymphocytic leukemia,2
lymphadenitis,2
optic neuritis,2
vaginal discharge,2
acute disseminated encephalomyelitis,2
stroke,2
acrodermatitis,2
cerebellar ataxia,,2
endophthalmitis,2
cryptosporidiosis,2
liver disease.,2
atrial fibrillation,,2
schistosomiasis,2
congestive heart failure,,2
idiopathic pulmonary fibrosis,2
rheumatoid arthritis,,2
hemolytic anemia,2
kyasanur forest disease,2
cystic fibrosis,,2
otitis media,,2
cerebral malaria,2
keratitis,2
mouth disease,,2
eastern equine encephalitis,,2
hyperglycemia,2
substance abuse,2
fibrosarcoma,2
tick-borne encephalitis,,2
tick-borne encephalitis.,2
liver cancer,2
lupus erythematosus,2
nervous system disease.,2
aseptic meningitis,,2
cerebral malaria.,2
aseptic meningitis.,2
western equine encephalitis,2
chronic kidney disease,,2
osteoarthritis,2
myasthenia gravis,2
peptic ulcer,,2
diabetes mellitus;,2
glomerulonephritis,2
diabetes mellitus,,2
glaucoma,2
hydranencephaly,2
amyotrophic lateral sclerosis,2
multiple myeloma,,2
viral pneumonia,,2
congenital heart disease.,2
epidermolysis bullosa,2
viral disease,,2
neutropenia,2
multiple sclerosis.,2
multiple sclerosis,,2
visceral leishmaniasis,,2
autoimmune hepatitis,2
head and neck cancer,2
cholangitis,2
spotted fever;,2
cardiovascular disease,,2
central nervous system disease.,2
sensorineural hearing loss,2
choriocarcinoma,2
pericardial effusion,,2
hand, foot, and mouth disease,,2
lung disease.,2
typhoid fever,,2
cholecystitis,2
pericardial effusion.,2
dermatitis,2
disseminated intravascular coagulation,2
pelvic inflammatory disease,2
alcohol abuse,,2
lung cancer,,2
hydrocephalus,1
severe combined immunodeficiency;,1
polymyalgia rheumatica;,1
periodontal disease,1
bladder cancer,1
severe combined immunodeficiency.,1
bronchopneumonia,1
esophageal varices,1
ovarian cancer,1
bipolar disorder.,1
helminthiasis,1
eye disease,,1
pulmonary fibrosis;,1
human granulocytic anaplasmosis,1
thyroid disease;,1
pulmonary fibrosis,,1
appendicitis,1
chickenpox,1
acute lymphoblastic leukemia,1
prostate cancer,,1
irregular astigmatism.,1
endocrine disease,1
miliary tuberculosis,1
congenital toxoplasmosis;,1
relapsing fever,1
atrial fibrillation,1
congenital toxoplasmosis.,1
gastritis,1
septic arthritis,,1
lymphocytopenia,1
mononeuritis multiplex,1
metabolic syndrome,1
ankylosing spondylitis.,1
cholestasis,1
periodontitis,1
duchenne muscular dystrophy,1
urinary tract infection,,1
uterine fibroid,1
optic neuritis,,1
paratyphoid fever,1
mastitis,1
irritable bowel syndrome,1
macular degeneration.,1
viral meningitis.,1
urinary tract infection,1
scoliosis,1
pancreatic cancer,,1
constipation,1
congestive heart failure.,1
herpes zoster,1
congestive heart failure;,1
psoriasis,1
kidney failure,1
neurological disorder,,1
systemic lupus erythematosus,,1
antiphospholipid syndrome,1
pericardial effusion,1
nephrotic syndrome,,1
lymphoblastic leukemia,,1
severe acute respiratory syndrome;,1
pulmonary embolism,1
teratoma,1
purpura,1
scarlet fever,1
pneumonic plague,1
congestive heart failure,1
multiple myeloma,1
portal hypertension,1
mouth disease;,1
severe acute respiratory syndrome,,1
exanthem,1
ascariasis,1
paraplegia,1
cervicitis,1
myelodysplastic syndrome,,1
systemic lupus erythematosus,1
croup,1
acute myeloid leukemia,1
chronic kidney disease;,1
colon cancer,1
chronic obstructive pulmonary disease.,1
head and neck cancer.,1
hepatocellular carcinoma.,1
muscular dystrophy,1
hepatocellular carcinoma,,1
aseptic meningitis;,1
interstitial nephritis,1
chorioretinitis,1
gas gangrene,1
myeloid leukemia,1
allergic rhinitis.,1
herpes simplex,,1
hand, foot and mouth disease,,1
fibromyalgia,1
hemolytic anemia,,1
macular edema,,1
metabolic disorder,1
allergic rhinitis,,1
mesothelioma,1
membranoproliferative glomerulonephritis,,1
cervical cancer,,1
myeloid leukemia,,1
cervical cancer.,1
status epilepticus,1
allergic asthma,1
atrioventricular block,1
cardiac arrest.,1
pulmonary hypertension,1
avian influenza.,1
relapsing fever;,1
retinal edema,,1
congenital heart disease,,1
viral pneumonia.,1
acute lymphoblastic leukemia,,1
neurological disorder,1
pulmonary edema,1
diabetic neuropathy,1
sensorineural hearing loss,,1
idiopathic pulmonary fibrosis;,1
alopecia,1
hemorrhagic fever with renal syndrome.,1
idiopathic pulmonary fibrosis,,1
relapsing fever.,1
dengue fever;,1
gingivitis,1
pancytopenia,1
antiphospholipid syndrome;,1
infectious mononucleosis,1
mononeuropathy,1
arthropathy,1
stomach cancer,1
sickle cell anemia,,1
infectious disease;,1
neuromuscular disease,,1
hepatorenal syndrome,,1
aplastic anemia,,1
neuroblastoma,1
hemoglobinuria,1
arteriosclerosis,1
macular edema,1
paroxysmal nocturnal hemoglobinuria,1
spotted fever,,1
echinococcosis,1
scabies,1
cardiovascular disease.,1
spotted fever.,1
autoimmune hepatitis,,1
pityriasis rosea,,1
progressive multifocal leukoencephalopathy,1
bacterial disease,1
fatty liver disease,1
hereditary spastic paraplegia,1
post-thrombotic syndrome,1
hypoglycemia,1
colorectal cancer,,1
lymphoblastic leukemia,1
melioidosis,1
male infertility,1
toxic shock syndrome,,1
glucose-6-phosphate dehydrogenase deficiency,1
salivary gland cancer,1
peripheral neuropathy.,1
atrophic gastritis,1
nephropathia epidemica,1
kidney failure.,1
autoimmune disease,,1
lupus erythematosus,,1
kidney failure,,1
chronic fatigue syndrome;,1
hand, foot, and mouth disease;,1
hemoglobinopathy,1
chronic lymphocytic leukemia,,1
aspiration pneumonia,1
autoimmune hemolytic anemia,,1
cardiovascular disease;,1
candidiasis,1
lymphocytic choriomeningitis,,1
hyperinsulinemia,1
lung cancer.,1
corneal neovascularization,1
urticaria,1
chronic fatigue syndrome,1
thyroiditis,1
metabolic acidosis,,1
disseminated intravascular coagulation.,1
