funders,count
Daiichi Sankyo Foundation of Life Science,,1
National Park Service,1
Rosetrees Trust,1
Takeda Science Foundation,1
National Cheng Kung University Hospital.,1
Florida Fish and Wildlife Conservation Commission,,1
Akita Prefectural University,,1
European Centre for Disease Prevention and Control.,1
MDC,1
State University of New York,1
Statistics Korea,,1
Ministry of Food and Drug Safety,1
Public Health England;,1
National Center for Immunization and Respiratory Diseases,1
Harvard University.,1
Public Health England,,1
Natural Science Foundation of Jiangsu Province,1
Harvard University,,1
Conservation International;,1
Louisiana State University,,1
European Centre for Disease Prevention and Control;,1
Center for Theoretical Biological Physics,,1
Universidad de Chile,,1
Central Queensland University,1
Kyushu University,1
Jackson Laboratory.,1
Sichuan University,,1
University of the Witwatersrand, Johannesburg,,1
International Islamic University Malaysia,,1
Iowa State University;,1
Shahid Beheshti University of Medical Sciences,,1
Universidad del Valle,1
Griffith University,,1
Royal Society.,1
Royal Society,,1
Universidade Federal de Minas Gerais.,1
World Bank Group;,1
Coordenação de Aperfeiçoamento de Pessoal de Nível Superior.,1
BioFrontiers Institute, University of Colorado Boulder,,1
Istituto Superiore di Sanità,1
Israel Science Foundation,1
National and Kapodistrian University of Athens,1
King Chulalongkorn Memorial Hospital.,1
Secretaria de Estado de Saúde de Minas Gerais,1
Ministry of Agriculture, Forestry and Fisheries,,1
Chinese Academy of Sciences.,1
University of Cincinnati,1
Iowa State University,1
Charité Universitätsmedizin Berlin,,1
New York State Department of Health.,1
University of Florida.,1
National University of Singapore,1
Central South University,1
Faculty of Tropical Medicine, Mahidol University,1
Agricultural Research Service,1
European Commission,1
College of Public Health,1
King’s College London,,1
GAVI Alliance,1
American Society of Tropical Medicine and Hygiene,1
York University,,1
Fred Hutchinson Cancer Research Center,,1
International Centre for Genetic Engineering and Biotechnology,,1
Huaqiao University,1
Jawaharlal Nehru Centre for Advanced Scientific Research,,1
Trinity College Dublin,,1
Philips,1
Mahidol University,1
National Aeronautics and Space Administration,1
Center for Global Health,,1
Deakin University,,1
École Polytechnique Fédérale de Lausanne,,1
Universidade de São Paulo,1
Newcastle University,,1
Universidad de Antioquia,,1
Universidade do Estado do Rio de Janeiro,,1
International Union Against Tuberculosis and Lung Disease,,1
Jinan University,,1
University of Pretoria,,1
Burnet Institute.,1
Burnet Institute,,1
Yangzhou University,,1
Korea Health Industry Development Institute,1
University of Sydney,1
University of Alberta,,1
Hokkaido University,,1
Ehime University.,1
Thomas Foundation.,1
Seoul National University,,1
CSL Behring,,1
University of Saskatchewan,,1
Animal and Plant Health Agency,,1
Southwest University,1
Canadian Institutes of Health Research.,1
American Chemical Society,,1
Engineering Laboratory,1
Université Paris Diderot,,1
College of Computing,1
Mayo Clinic,1
GE Healthcare,1
Natural Environment Research Council,1
Sidaction,1
Ministry of Science and Technology,,1
Imperial College London.,1
Mars,1
Deutsche Forschungsgemeinschaft,1
SAS Institute,1
Meiji Seika Pharma,,1
Monash University,1
International Union Against Tuberculosis and Lung Disease,1
Chinese Academy of Medical Sciences,,1
Science and Technology Directorate,1
Iowa Department of Public Health,1
Andong National University,,1
Feinberg School of Medicine,,1
Kunming University of Science and Technology,1
Council of Scientific and Industrial Research,1
Chinese Academy of Agricultural Sciences,1
Ministry of Higher Education,1
Public Health Institute,,1
Nanjing University of Science and Technology,,1
University of Ibadan,1
Wageningen University,,1
Center for Information Technology,1
Oregon National Primate Research Center,1
State Farm,1
Taif University,,1
Beijing Normal University,,1
Ministry of Public Health,,1
John S. Dunn Foundation,,1
Oak Foundation,1
Stiftelsen Kristian Gerhard Jebsen,1
University of Surrey,,1
Fudan University,1
University of Queensland,1
Universiti Sains Malaysia,,1
Conselho Nacional de Desenvolvimento Científico e Tecnológico;,1
Fundação de Amparo à Pesquisa do Estado de Minas Gerais,1
Department of Education and Learning, Northern Ireland.,1
University of Pennsylvania,1
College of Pharmacy,1
Ministério da Saúde;,1
University of South Carolina,1
University of Cambridge.,1
University of Louisville,,1
U.S. Department of Justice.,1
Research and Development,,1
Research and Development.,1
University of Pittsburgh;,1
Medicines for Malaria Venture,,1
Council of State and Territorial Epidemiologists,1
University of Ulsan,1
Northwestern University,1
Florida Department of Health,1
Cancer Prevention and Research Institute of Texas,1
National Center for Emerging and Zoonotic Infectious Diseases,,1
Ministry of Economy,,1
Hiroshima University,,1
Medical Research Council,,1
Hiroshima University.,1
Shandong Province;,1
Indian Institute of Technology Madras,,1
Queensland University of Technology,1
American Heart Association,1
Guangzhou Science and Technology Program key projects,1
Health Research.,1
Kyoto University,1
Health and Medical Research Fund,1
University of Southern Mississippi,1
Purdue University,,1
University of Leicester,,1
Food and Health Bureau,,1
European Space Agency,1
Pennsylvania State University.,1
Pennsylvania State University,,1
College of Agriculture and Life Sciences,,1
Fogarty International Center,,1
Thailand Research Fund,1
Engineering Laboratory,,1
Universidade Nova de Lisboa,,1
Biogen,1
Agricultural Research Service.,1
Charles Sturt University,,1
Universidad de los Andes,,1
Fogarty International Center,1
Japan Science and Technology Agency,1
Ministry of Natural Resources,1
